,Origin (UTC),Country,Lat,Long,Depth (km),Magnitude,PDE Shaking Deaths,PDE Total Deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,MaxDeaths
0,27-07-76 19:42,China,39.605,117.888,16.7,7.6 Mw ,655237,655237,242800,242000,,655237
1,08-10-05 03:50,Pakistan,34.465,73.584,23.1,7.6 Mw ,87351,87351,,73338,,87351
2,12-05-08 06:28,China,31.002,103.322,19,7.9 Mw ,69195,88287,,87476,,88287
3,20-06-90 21:00,Iran,37.001,49.216,17.9,7.4 Mw ,45000,45000,35000,40000,,45000
4,26-12-03 01:56,Iran,28.95,58.268,6,6.6 Mw ,31000,31000,,26796,26271,31000
5,07-12-88 07:41,Armenia,40.919,44.118,6.7,6.7 Mw ,25000,25000,25000,25000,,25000
6,04-02-76 09:01,Guatemala,15.296,-89.145,12.3,7.5 Mw ,23000,23000,22870,23000,,23000
7,26-01-01 03:16,India,23.402,70.287,23.3,7.6 Mw ,20023,20023,20023,20005,,20023
8,17-08-99 00:01,Turkey,40.773,30.003,13.3,7.6 Mw ,17118,,17118,17127,45000,45000
9,16-09-78 15:35,Iran,33.242,57.382,8.2,7.4 Mw ,15000,15000,18220,25000,,25000
10,29-09-93 22:25,India,18.06,76.478,14.1,6.2 Mw ,9748,9748,9748,9748,,9748
11,19-09-85 13:17,Mexico,18.42,-102.38,15,8.0 Mw ,9500,9500,9500,9500,,9500
12,26-05-06 22:53,Indonesia,-7.961,110.446,12,6.4 Mw ,5749,5749,,,,5749
13,16-01-95 20:46,Japan,34.58,135.025,22,6.9 Mw ,5502,5530,6432,5297,,6432
14,28-12-74 12:11,Pakistan,35.026,72.898,12.5,6.2 Ms ,5300,5300,5300,,,5300
15,10-04-72 02:06,Iran,28.408,52.789,6,6.7 Mw ,5054,5054,5010,5057,,5057
16,23-12-72 06:29,Nicaragua,12.347,-86.128,7.3,6.2 Ms ,5000,5000,10000,10000,,10000
17,24-11-76 12:22,Turkey,39.082,44.031,8.9,7.0 Mw ,5000,5000,3900,3840,,5000
18,10-10-80 12:25,Algeria ,36.143,1.404,15,7.1 Mw ,5000,5000,3500,2633,,5000
19,30-05-98 06:22,Afghanistan,37.185,70.075,35.5,6.5 Mw ,4000,4000,4000,4700,,4700
20,25-07-69 22:49,China   ,21.612,111.809,3.4,5.9 Ms ,3000,3000,33,3000,,3000
21,23-11-80 18:34,Italy   ,40.788,15.31,6.9,6.9 Mw ,3000,4900,2483,4689,,4900
22,11-06-81 07:24,Iran ,29.858,57.686,17.3,6.6 Mw ,3000,3000,3000,2000,,3000
23,13-12-82 09:12,Yemen   ,14.675,44.223,7,6.2 Mw ,2800,2800,2800,1507,,2800
24,04-02-98 14:33,Afghanistan   ,37.08,70.004,17.6,5.9 Mw ,2323,2323,2323,2323,,2323
25,06-09-75 09:20,Turkey   ,38.515,40.768,39.6,6.7 Ms ,2311,2311,2370,2385,,2385
26,20-09-99 17:47,Taiwan   ,23.819,120.877,21,7.6 Mw ,2297,2297,2413,2264,2489,2489
27,21-05-03 18:44,Algeria   ,36.88,3.694,12,6.8 Mw ,2266,2266,,2266,,2266
28,01-09-68 07:27,Iran   ,34.072,58.212,8.8,6.3 Ms ,2000,2000,900,10000,,10000
29,19-10-91 21:23,India   ,30.725,78.775,9.3,6.8 Mw ,2000,2000,2000,1500,,2000
30,27-05-95 13:03,Russian Federation   ,52.604,142.823,11,7.0 Mw ,1989,1989,1989,1989,,1989
31,16-07-90 07:26,Philippines   ,15.721,121.18,24.3,7.7 Mw ,1621,1621,2430,2412,,2430
32,10-05-97 07:57,Iran   ,33.848,59.81,12.6,7.2 Mw ,1572,1572,1572,1568,,1572
33,28-07-81 17:22,Iran ,29.976,57.767,13.6,7.2 Mw ,1500,1500,1500,1200,,1500
34,30-10-83 04:12,Turkey   ,40.327,42.176,15,6.6 Mw ,1342,1342,1400,1346,,1400
35,28-03-05 16:09,Indonesia   ,2.069,97.097,22,8.6 Mw ,1303,1313,,915,,1313
36,25-01-99 18:19,Colombia   ,4.444,-75.659,17,6.1 Mw ,1185,1885,1900,1186,,1900
37,28-02-97 12:57,Iran   ,38.108,48.069,9.7,6.1 Mw ,1100,1100,1100,1100,,1100
38,28-03-70 21:02,Turkey   ,39.172,29.55,24.2,7.4 Muk ,1086,1086,1086,1086,,1086
39,22-05-71 16:44,Turkey   ,38.868,40.542,3.6,6.7 Ms ,1000,1000,995,878,,1000
40,06-03-87 04:10,Ecuador ,0.082,-77.787,17.1,7.1 Mw ,1000,5000,5000,,,5000
41,25-03-02 14:56,Afghanistan   ,36.051,69.21,10.5,6.1 Mw ,1000,1000,1000,1000,,1000
42,20-08-88 23:09,Nepal   ,26.763,86.618,57,6.8 Mw ,998,998,1450,709,,1450
43,10-10-86 17:49,El Salvador   ,13.791,-89.165,10.9,7.3 Mw ,950,1000,1500,1100,,1500
44,06-05-76 20:00,Italy   ,46.385,13.266,20.7,6.5 Mw ,900,900,965,922,,965
45,12-11-99 16:57,Turkey   ,40.803,31.219,12.8,7.2 Mw ,894,894,894,845,,894
46,06-11-88 13:03,China ,22.909,99.681,6.5,7.0 Mw ,730,730,748,,,748
47,24-02-04 02:27,Morocco   ,35.184,-3.985,8,6.3 Mw ,631,631,,628,,631
48,22-02-05 02:25,Iran   ,30.691,56.794,7,6.4 Mw ,612,612,,612,,612
49,28-08-73 09:50,Mexico   ,18.233,-96.608,80.6,7.2 Muk ,600,600,600,500,,600
50,12-12-79 07:59,Colombia ,1.603,-79.363,23.6,8.1 Mw ,600,600,600,300,,600
51,19-12-77 23:34,Iran ,30.911,56.413,11.6,5.9 Mw ,584,584,665,589,,665
52,14-07-76 07:13,Indonesia ,-8.228,114.774,24.8,6.5 Mw ,563,563,563,573,,573
53,12-10-92 13:09,Egypt   ,29.714,31.144,22,5.8 Mw ,552,552,552,552,,552
54,15-08-07 23:40,Peru   ,-13.38,-76.61,39,8.0 Mw ,514,514,,519,,519
55,13-03-92 17:18,Turkey   ,39.727,39.651,7,6.6 Mw ,498,,652,653,,653
56,16-12-82 00:40,Afghanistan ,36.136,68.933,35.5,6.4 Mw ,450,450,500,500,,500
57,22-12-83 04:11,Guinea ,11.862,-13.511,7.8,6.3 Mw ,443,643,643,275,,643
58,25-06-76 19:18,Indonesia   ,-4.531,140.109,15,7.1 Mw ,422,7422,6000,420,,7422
59,06-04-77 13:36,Iran ,31.954,50.643,9.4,6.0 Mw ,348,348,366,352,,366
60,03-02-96 11:14,China   ,27.271,100.262,12.2,6.6 Mw ,322,322,309,309,,322
61,13-02-01 14:22,El Salvador   ,13.6,-89.001,11,6.6 Mw ,315,315,315,315,,315
62,19-01-81 15:11,Indonesia   ,-4.513,139.283,20,6.6 Mw ,305,1305,1300,,,1305
63,24-10-80 14:53,Mexico   ,18.175,-98.235,64.3,7.1 Mw ,300,300,65,65,,300
64,31-03-83 13:12,Colombia   ,2.439,-76.659,30.1,5.6 Mw ,300,300,241,250,,300
65,06-06-94 20:47,Colombia   ,2.908,-75.971,12,6.8 Mw ,295,795,800,,,800
66,14-11-79 02:21,Iran ,33.956,59.726,9.1,6.5 Mw ,280,280,280,350,,350
67,13-01-01 17:33,El Salvador   ,13.076,-88.702,38,7.6 Mw ,267,852,852,844,,852
68,22-06-02 02:58,Iran ,35.597,49.02,11,6.5 Mw ,261,261,227,227,,261
69,24-02-03 02:03,China   ,39.515,77.204,14,6.3 Mw ,261,261,,268,,268
70,12-09-81 07:15,Pakistan ,35.685,73.597,14.7,6.1 Mw ,220,220,229,250,,250
71,16-01-79 09:50,Iran ,33.909,59.471,9.9,6.5 Mw ,200,200,200,,,200
72,12-07-93 13:17,Japan   ,42.892,139.247,17,7.7 Mw ,200,243,230,239,,243
73,29-07-80 14:58,Nepal ,29.623,81.103,14.4,6.5 Mw ,188,188,100,100,,188
74,03-03-85 22:47,Chile   ,-33.132,-71.762,40,7.9 Mw ,177,177,177,180,,180
75,01-05-03 00:27,Turkey   ,38.97,40.458,14,6.3 Mw ,177,177,,177,,177
76,30-07-70 00:52,Iran ,37.836,55.887,10.9,6.6 Ms ,176,176,220,176,,220
77,21-03-77 21:18,Iran ,27.583,56.363,12,6.7 Mw ,167,167,167,167,,167
78,18-08-94 01:13,Algeria ,35.464,-0.084,9,5.8 Mw ,159,159,159,171,,171
79,15-04-79 06:19,Montenegro   ,41.999,19.156,15,6.9 Mw ,156,156,129,121,,156
80,23-01-81 21:13,China   ,30.956,101.168,10.9,6.5 Mw ,150,150,126,150,,150
81,27-06-98 13:55,Turkey   ,36.903,35.325,16,6.3 Mw ,145,145,145,,,145
82,07-09-99 11:56,Greece   ,38.119,23.598,10,6.0 Mw ,143,143,143,143,,143
83,01-10-69 05:05,Peru ,-11.835,-75.195,6.5,6.2 Ms ,136,136,136,150,,150
84,30-05-90 02:34,Peru ,-6.022,-77.197,24,6.5 Mw ,135,135,135,,,135
85,29-10-76 02:51,Indonesia ,-4.475,139.991,15,6.8 Mw ,133,133,6000,,,6000
86,26-04-90 09:37,China ,36.059,100.278,9.3,6.4 Mw ,126,126,,,,126
87,29-04-91 09:12,Georgia   ,42.426,43.667,13.4,7.0 Mw ,114,184,184,270,,270
88,17-02-96 05:59,Indonesia   ,-0.918,136.973,35.8,8.2 Mw ,108,166,166,166,,166
89,22-05-98 04:48,Bolivia ,-17.783,-65.401,24,6.6 Mw ,105,105,105,95,,105
90,26-05-83 02:59,Japan ,40.473,139.091,17,7.7 Mw ,104,107,104,102,,107
91,04-06-00 16:28,Indonesia ,-4.76,102.031,33.8,7.9 Mw ,103,103,103,103,,103
92,01-10-95 15:57,Turkey ,38.077,30.143,31,6.4 Mw ,101,101,101,94,,101
93,12-05-71 06:25,Turkey ,37.555,29.746,28.8,5.9 Ms ,100,100,57,,,100
94,03-09-72 16:48,Pakistan ,35.949,73.321,32.9,6.2 Ms ,100,100,100,,,100
95,04-02-97 10:37,Iran ,37.724,57.305,15,6.5 Mw ,100,100,100,100,,100
96,28-03-99 19:05,India   ,30.475,79.401,10.7,6.5 Mw ,100,100,100,100,,100
97,06-10-95 18:09,Indonesia ,-2.007,101.45,36.6,6.7 Mw ,84,84,84,84,,84
98,09-07-71 03:03,Chile ,-32.558,-71.085,59,7.8 Mw ,83,83,83,85,,85
99,10-12-70 04:34,Peru ,-4.079,-80.662,20.1,7.1 Mw ,81,81,81,29,,81
100,23-10-95 22:46,China ,25.947,102.22,14.7,6.2 Mw ,81,81,53,46,,81
101,09-07-97 19:24,Venezuela ,10.45,-63.532,10,6.9 Mw ,81,81,81,80,,81
102,03-10-74 14:21,Peru ,-12.254,-77.523,33.5,8.1 Mw ,78,78,78,,,78
103,14-11-94 19:15,Philippines ,13.543,121.059,32,7.1 Mw ,78,78,78,81,,81
104,14-12-78 07:05,Iran ,32.128,49.634,18.9,6.1 Mw ,76,76,76,45,,76
105,22-04-91 21:56,Costa Rica ,9.673,-83.072,12.9,7.6 Mw ,75,75,75,47,,75
106,23-08-85 12:41,China   ,39.447,75.264,4.3,6.9 Mw ,71,71,67,67,,71
107,23-11-77 09:26,Argentina   ,-31.082,-67.78,19.5,7.4 Mw ,70,70,70,,,70
108,10-01-98 03:50,China ,41.137,114.523,5,5.7 Mw ,70,70,49,49,,70
109,11-02-99 14:08,Afghanistan ,34.323,69.165,25.5,6.0 Mw ,70,70,70,70,,70
110,31-03-06 01:17,Iran   ,33.5,48.78,7,6.1 Mw ,70,70,,63,,70
111,06-03-07 03:49,Indonesia   ,-0.48,100.47,19.3,6.4 Mw ,67,67,,67,,67
112,09-02-71 14:00,United States   ,34.401,-118.392,6.4,6.7 Muk ,65,65,58,65,,65
113,18-10-89 00:04,United States   ,37.11,-121.764,16,6.9 Mw ,62,62,63,62,,63
114,19-08-92 02:04,Kyrgyzstan ,42.111,73.588,17.1,7.2 Mw ,61,75,75,54,,75
115,01-01-80 16:42,Portugal   ,38.726,-27.751,12.2,6.9 Mw ,60,60,56,69,,69
116,17-01-94 12:30,United States   ,34.164,-118.563,19,6.7 Mw ,60,60,60,,33,60
117,27-02-97 21:08,Pakistan   ,29.979,68.165,34.9,7.1 Mw ,60,60,57,50,,60
118,28-03-69 01:48,Turkey ,38.535,28.467,9.3,6.4 Ms ,53,53,53,41,,53
119,05-04-91 04:19,Peru ,-5.977,-77.081,20,6.9 Mw ,53,53,53,,,53
120,23-11-79 23:40,Colombia ,4.793,-76.19,107.7,7.2 Mw ,52,52,52,60,,60
121,20-06-78 20:03,Greece   ,40.76,23.303,7.4,6.5 Mw ,50,50,50,,,50
122,12-04-02 04:00,Afghanistan ,35.988,69.296,7.8,5.8 Mw ,50,50,50,50,,50
123,19-03-76 13:03,Afghanistan ,36.587,67.758,18.2,5.6 mb ,49,49,49,50,,50
124,09-10-95 15:35,Mexico   ,19.053,-104.208,26.4,8.0 Mw ,49,49,58,,,58
125,23-06-01 20:33,Peru   ,-16.385,-73.505,33.7,8.4 Mw ,48,138,139,145,,145
126,19-01-75 08:02,India   ,32.373,78.474,5,6.8 Ms ,47,47,47,47,,47
127,04-05-00 04:21,Indonesia ,-1.14,123.522,26,7.5 Mw ,46,46,46,45,,46
128,03-02-02 07:11,Turkey ,38.527,31.227,5,6.5 Mw ,44,44,44,42,,44
129,03-02-08 07:34,Democratic Republic of the Congo   ,-2.296,28.9,10,5.9 Mw ,44,44,,43,,44
130,19-06-82 06:21,El Salvador   ,13.337,-89.313,72.8,7.3 Mw ,43,43,43,,,43
131,08-02-95 18:40,Colombia ,4.052,-76.589,74,6.3 Mw ,42,42,42,40,,42
132,09-07-79 10:57,China ,31.472,119.27,12.6,5.4 Mw ,41,41,42,,,42
133,29-11-98 14:10,Indonesia ,-1.939,124.818,16,7.7 Mw ,41,41,41,,,41
134,23-10-04 08:56,Japan   ,37.23,138.801,16,6.6 Mw ,40,40,,40,68,68
135,21-05-97 22:51,India   ,23.072,80.083,36,5.8 Mw ,38,38,38,43,,43
136,30-05-79 09:38,Indonesia ,-8.345,115.864,20,6.2 Mw ,37,37,22,34,,37
137,26-11-87 01:43,Indonesia ,-8.259,124.149,27.3,6.5 Mw ,37,37,83,125,,125
138,05-02-04 21:05,Indonesia ,-3.661,135.597,23,7.0 Mw ,37,37,,37,,37
139,20-05-92 12:20,Pakistan ,33.318,71.272,12.9,6.0 Mw ,36,36,36,36,,36
140,06-11-83 21:09,China ,35.223,115.204,32.1,5.5 Mw ,34,34,45,34,,45
141,11-11-04 21:26,Indonesia ,-8.166,124.764,13,7.5 Mw ,34,34,,33,,34
142,26-11-04 02:25,Indonesia ,-3.615,135.45,24,7.1 Mw ,32,32,,32,,32
143,25-03-77 02:39,Turkey ,38.647,40.057,17.4,5.3 Mw ,30,30,30,30,,30
144,02-11-79 15:53,Indonesia ,-7.746,108.165,72.1,6.5 Mw ,30,30,23,26,,30
145,25-03-83 11:57,Iran ,36.042,52.295,14.6,5.4 Mw ,30,30,100,30,,100
146,29-10-89 19:09,Algeria ,36.706,2.441,6,5.9 Mw ,30,30,35,22,,35
147,13-10-85 15:59,Tajikistan ,40.337,69.81,15.9,5.8 Mw ,29,29,,29,,29
148,18-10-89 14:57,China ,39.959,113.94,5.6,5.4 Mw ,29,29,29,29,,29
149,31-10-02 10:33,Italy   ,41.738,14.852,5.7,5.7 Mw ,29,29,29,30,,30
150,22-01-03 02:06,Mexico   ,18.9,-104.063,24,7.5 Mw ,29,29,,29,,29
151,08-05-74 23:33,Japan ,34.57,138.771,11.3,6.7 Muk ,27,27,30,30,,30
152,17-12-79 19:58,Indonesia ,-8.487,115.753,15,6.5 Mw ,27,27,32,32,,32
153,28-03-96 23:03,Ecuador ,-1.031,-78.659,9,5.9 Mw ,27,27,,27,,27
154,14-04-73 08:34,Costa Rica ,10.673,-84.86,30.3,6.5 Ms ,26,26,26,,,26
155,19-12-80 01:16,Iran ,34.472,50.643,12.7,6.2 Mw ,26,26,26,20,,26
156,30-12-83 23:52,Afghanistan ,36.405,70.677,215.9,7.4 Mw ,26,26,12,24,,26
157,15-06-95 00:15,Greece ,38.444,22.309,14,6.2 Mw ,26,26,26,26,,26
158,06-05-99 23:00,Iran ,29.519,51.907,16.3,6.2 Mw ,26,26,26,20,,26
159,03-09-68 08:19,Turkey ,41.771,32.452,4.9,5.7 mb ,25,25,29,29,,29
160,18-09-91 09:48,Guatemala ,14.604,-90.932,10.6,6.2 Mw ,25,25,25,14,,25
161,12-09-07 11:10,Indonesia ,-4.44,101.37,34,8.5 Mw ,25,25,,,,25
162,29-03-69 09:15,Ethiopia ,11.939,41.219,12,6.3 Ms ,24,24,40,24,,40
163,13-09-84 23:48,Japan   ,35.801,137.466,1.1,6.2 Mw ,24,24,29,20,,29
164,19-03-96 15:00,China ,40.043,76.621,18.9,6.3 Mw ,24,24,24,26,,26
165,22-12-99 17:36,Algeria ,35.21,-1.316,2.3,5.6 Mw ,24,24,24,22,,24
166,18-04-85 05:52,China   ,25.891,102.885,4.1,5.7 Mw ,23,23,22,,,23
167,04-07-91 11:43,Indonesia   ,-8.146,124.587,29,6.7 Mw ,23,23,23,28,,28
168,21-11-97 11:23,India   ,22.26,92.715,54,6.1 Mw ,23,23,23,23,,23
169,12-06-78 08:14,Japan   ,38.224,142.009,53.3,7.6 Mw ,22,22,,,,22
170,06-11-90 18:45,Iran ,28.242,55.457,11.1,6.6 Mw ,22,22,22,21,,22
171,14-01-78 03:24,Japan ,34.803,139.294,10.7,6.6 Mw ,21,25,25,21,,25
172,30-12-84 23:33,India ,24.684,92.864,3.4,6.0 Mw ,20,20,,20,,20
173,13-09-86 17:24,Greece ,37.072,22.176,21.7,6.0 Mw ,20,20,21,20,,21
174,21-06-90 09:02,Iran ,36.631,49.785,12.4,5.7 Mw ,20,20,20,,,20
175,24-07-91 09:45,Iraq ,36.598,44.061,20,5.5 Mw ,20,20,20,,,20
176,13-12-90 00:24,Italy ,37.286,15.402,12.1,5.6 Mw ,19,19,12,19,,19
177,20-11-02 21:32,Pakistan ,35.337,74.556,14.8,6.3 Mw ,19,19,19,19,,19
178,16-02-79 10:08,Peru ,-16.537,-72.553,55.1,7.1 Mw ,18,18,18,13,,18
179,03-05-96 03:32,China ,40.777,109.713,24.5,6.0 Mw ,18,18,26,18,,26
180,28-09-97 01:38,Indonesia ,-3.773,119.658,13,5.8 Mw ,18,18,17,20,,20
181,01-07-04 22:30,Turkey ,39.735,43.908,27.1,5.1 Mw ,18,18,,18,,18
182,30-01-73 21:01,Mexico ,18.455,-102.96,37.2,7.5 Ms ,17,17,56,17,,56
183,07-11-76 04:00,Iran ,33.82,59.18,6.5,6.0 Mw ,17,17,17,16,,17
184,27-11-79 17:10,Iran ,34.056,59.754,7.4,7.0 Mw ,17,17,17,16,,17
185,24-02-81 20:53,Greece ,38.159,22.976,16.2,6.7 Mw ,16,16,21,22,,22
186,17-08-83 12:17,Philippines ,18.206,120.785,29,6.6 Mw ,16,16,24,19,,24
187,05-04-86 20:14,Peru ,-13.402,-71.757,49,5.2 Mw ,16,16,16,15,,16
188,15-06-99 20:42,Mexico  ,18.381,-97.445,63,6.9 Mw ,16,20,17,15,,20
189,03-03-02 12:08,Afghanistan  ,36.508,70.503,204,7.3 Mw ,16,166,166,150,,166
190,21-07-03 15:16,China ,25.958,101.26,35,5.9 Mw ,16,16,16,16,,16
191,26-11-05 00:49,China  ,29.714,115.663,10.5,5.2 Mw ,16,16,,,,16
192,25-09-68 10:38,Mexico ,15.551,-92.66,122.4,5.8 mb ,15,15,48,15,,48
193,31-10-70 17:53,Papua New Guinea  ,-4.907,145.471,8.1,7.3 Muk ,15,15,5,15,,15
194,17-03-73 08:30,Philippines ,13.415,122.804,44.3,7.5 Muk ,15,15,15,14,,15
195,12-09-79 05:17,Indonesia ,-1.682,135.974,17.6,7.5 Mw ,15,15,15,2,,15
196,23-08-80 21:36,India ,32.922,75.693,14.5,5.5 Mw ,15,15,15,13,,15
197,18-10-81 04:31,Colombia ,8.111,-72.501,39.3,5.9 Mw ,15,15,15,10,,15
198,05-05-86 03:35,Turkey ,37.999,37.781,4.1,6.0 Mw ,15,15,15,15,,15
199,14-11-86 21:20,Taiwan ,23.974,121.727,34,7.3 Mw ,15,15,13,,,15
200,19-03-97 19:57,Pakistan ,34.79,71.523,15,4.9 mb ,15,15,15,,,15
201,30-09-99 16:31,Mexico  ,16.055,-96.905,40,7.4 Mw ,15,15,35,31,,35
202,05-03-02 21:16,Philippines ,6.028,124.218,31,7.5 Mw ,15,15,15,15,,15
203,26-10-69 15:36,Bosnia and Herzegovina ,44.807,17.353,15,5.6 Ms ,14,14,20,15,,20
204,07-04-70 05:34,Philippines ,15.772,121.659,28.3,7.2 Mw ,14,14,15,14,,15
205,21-07-95 22:44,China ,36.436,103.166,7.4,5.6 Mw ,14,14,14,14,,14
206,12-11-96 16:59,Peru ,-14.959,-75.562,21,7.7 Mw ,14,14,15,14,,15
207,28-02-69 02:40,Portugal  ,35.923,-10.568,32.5,7.8 Mw ,13,13,13,,,13
208,25-12-82 12:28,Indonesia ,-8.43,122.97,6.7,5.9 Mw ,13,13,13,13,,13
209,30-05-90 10:40,Romania ,45.855,26.649,89,6.9 Mw ,13,14,14,22,,22
210,27-11-05 10:22,"Iran, 2005 Qeshm earthquake ",26.786,55.833,18.4,5.9 Mw ,13,13,,13,,13
211,13-06-08 23:43,Japan  ,39.03,140.881,7,6.9 Mw ,13,13,,13,,13
212,29-09-69 20:03,South Africa ,-33.19,19.336,15,6.3 Ms ,12,12,12,9,,12
213,27-12-89 23:26,Australia,-33.02,151.602,9.7,5.5 Md ,12,12,9,,,12
214,23-07-91 19:44,Peru ,-15.707,-71.721,24.2,5.2 Mw ,12,92,92,11,,92
215,21-01-97 01:48,China  ,39.536,76.879,15,5.9 Mw ,12,12,12,12,,12
216,10-04-98 15:00,Iran ,32.447,60.063,7,5.7 Mw ,12,12,12,,,12
217,24-06-72 15:29,Afghanistan ,36.255,69.684,31.1,6.1 Ms ,11,11,11,,,11
218,13-07-74 01:18,Panama ,7.737,-77.631,3.8,7.3 Ms ,11,11,11,,,11
219,15-09-76 03:15,Italy  ,46.314,13.206,0.9,6.0 Mw ,11,11,11,,,11
220,15-04-89 20:34,China ,29.955,99.202,13.8,6.4 Mw ,11,11,8,8,,11
221,04-03-90 19:46,Pakistan ,28.906,66.354,8.3,6.0 Mw ,11,11,11,11,,11
222,25-10-90 04:53,Afghanistan ,35.09,70.429,110.2,5.8 Mw ,11,11,11,,,11
223,11-07-95 21:46,Burma ,21.948,99.103,9.2,6.8 Mw ,11,11,11,11,,11
224,26-09-97 09:40,Italy  ,43.078,12.781,6,6.0 Mw ,11,11,11,14,,14
225,06-12-00 17:11,Turkmenistan ,39.532,54.801,30.6,7.0 Mw ,11,11,11,11,,11
226,01-11-02 22:09,Pakistan ,35.393,74.627,27.5,5.3 Mw ,11,11,,17,,17
227,01-12-03 01:38,Kazakhstan ,42.885,80.546,17,6.0 Mw ,11,11,11,11,,11
