,Unnamed: 0,Origin (UTC),Country,Lat,Long,Depth (km),Magnitude,PDE Shaking Deaths,PDE Total Deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,MaxDeaths
384,384,19-07-75 06:10,India ,31.937,78.605,12.8,5.3 mb ,2.0,2.0,,,,2.0
385,385,29-11-75 14:47,United States Minor Outlying Islands ,19.452,-155.034,2.1,7.2 Ms ,2.0,2.0,2.0,,,2.0
386,386,27-08-77 07:12,Indonesia ,-8.136,125.326,44.6,7.0 Mw ,2.0,2.0,2.0,,,2.0
387,387,22-02-78 06:07,Guatemala ,14.268,-91.399,66.9,6.3 Mw ,2.0,2.0,2.0,,,2.0
388,388,11-03-78 19:20,Italy ,38.046,15.99,22.2,5.2 Mw ,2.0,2.0,2.0,,,2.0
389,389,23-12-78 11:23,Taiwan ,23.217,122.009,45.5,7.0 Mw ,2.0,2.0,2.0,,,2.0
390,390,20-10-79 01:41,Indonesia ,-8.363,115.782,52,6.4 Mw ,2.0,2.0,2.0,,,2.0
391,391,09-08-80 05:45,Guatemala ,15.912,-88.49,16.9,6.5 Mw ,2.0,2.0,2.0,2.0,,2.0
392,392,24-09-80 17:54,Japan ,35.525,140.062,71.5,6.0 Mw ,2.0,2.0,,,,2.0
393,393,23-03-82 05:10,Peru ,-12.341,-77.538,59.1,5.1 mb ,2.0,2.0,2.0,,,2.0
394,394,03-07-83 17:14,Costa Rica ,9.612,-83.707,14.5,6.3 Mw ,2.0,2.0,2.0,2.0,,2.0
395,395,28-10-83 14:06,United States  ,44.078,-113.8,16,6.9 Mw ,2.0,2.0,2.0,2.0,,2.0
396,396,08-01-84 15:24,Indonesia ,-2.866,118.726,43.6,6.7 Mw ,2.0,2.0,2.0,2.0,,2.0
397,397,19-03-85 10:28,Bolivia ,-18.567,-63.6,29.7,5.8 Mw ,2.0,2.0,2.0,,,2.0
398,398,13-05-86 08:44,Georgia ,41.404,43.704,10,5.7 Mw ,2.0,2.0,2.0,2.0,,2.0
399,399,11-06-86 13:48,Venezuela ,10.573,-62.911,13.9,6.2 Mw ,2.0,2.0,2.0,,,2.0
400,400,30-08-86 21:28,Romania  ,45.521,26.271,136,7.2 Mw ,2.0,2.0,2.0,,,2.0
401,401,25-04-87 19:22,Indonesia ,2.405,98.905,10,6.4 Mw ,2.0,2.0,2.0,2.0,,2.0
402,402,29-05-87 06:27,Iran ,34.059,48.285,25,5.3 Mw ,2.0,2.0,2.0,2.0,,2.0
403,403,22-09-87 13:43,Ecuador ,-1.009,-78.031,4.8,6.3 Mw ,2.0,2.0,2.0,2.0,,2.0
404,404,17-12-87 02:08,Japan ,35.421,140.322,47.3,6.5 Mw ,2.0,2.0,2.0,2.0,,2.0
405,405,06-02-88 14:50,Bangladesh ,24.713,91.579,35,5.8 Mw ,2.0,2.0,2.0,2.0,,2.0
406,406,19-06-88 20:19,Philippines ,12.355,121.085,12.7,6.2 Mw ,2.0,2.0,1.0,,,2.0
407,407,20-08-89 11:16,Djibouti ,11.746,41.96,12,6.5 Mw ,2.0,2.0,2.0,,,2.0
408,408,13-12-90 03:01,Taiwan ,23.883,121.645,9.4,6.3 Mw ,2.0,2.0,2.0,,,2.0
409,409,12-07-91 10:42,Romania ,45.393,20.981,15,5.5 Mw ,2.0,2.0,2.0,,,2.0
410,410,19-11-91 22:28,Colombia ,4.552,-77.356,21,7.2 Mw ,2.0,2.0,2.0,2.0,,2.0
411,411,23-10-92 09:11,Morocco ,31.275,-4.291,25.2,5.5 Mw ,2.0,2.0,2.0,,,2.0
412,412,15-01-93 11:06,Japan ,43.024,144.141,102,7.6 Mw ,2.0,2.0,,,,2.0
413,413,31-01-93 19:33,China ,25.826,101.415,25,4.7 ML ,2.0,2.0,,,,2.0
414,414,20-03-93 14:51,China ,29.009,87.356,14.1,6.2 Mw ,2.0,2.0,,,,2.0
415,415,22-07-93 04:57,Colombia ,6.38,-71.206,20,6.0 Mw ,2.0,2.0,2.0,,,2.0
416,416,01-08-93 00:20,Sudan ,15.401,31.701,11.8,5.5 Mw ,2.0,2.0,2.0,3.0,,3.0
417,417,05-02-94 23:34,Uganda ,0.558,30.081,14,6.2 Mw ,2.0,4.0,8.0,7.0,,8.0
418,418,01-03-94 03:49,Iran ,29.143,52.638,12.9,6.0 Mw ,2.0,2.0,2.0,3.0,,3.0
419,419,04-07-94 21:36,Mexico ,14.887,-97.312,15,6.4 Mw ,2.0,2.0,2.0,,,2.0
420,420,23-02-95 21:03,Cyprus ,35.06,32.269,18,5.9 Mw ,2.0,2.0,,2.0,,2.0
421,421,03-10-95 01:51,Ecuador ,-2.79,-77.823,24,7.0 Mw ,2.0,2.0,2.0,2.0,,2.0
422,422,01-03-97 06:04,China ,39.45,76.817,19.3,5.6 Mw ,2.0,2.0,1.0,2.0,,2.0
423,423,06-06-00 02:41,Turkey ,40.737,33.005,7,6.0 Mw ,2.0,2.0,2.0,2.0,,2.0
424,424,17-07-00 22:53,Afghanistan ,36.245,70.943,135,6.3 Mw ,2.0,2.0,2.0,,,2.0
425,425,10-11-00 20:10,Algeria ,36.437,4.838,7,5.7 Mw ,2.0,2.0,2.0,,,2.0
426,426,24-03-01 06:27,Japan ,34.108,132.54,42,6.8 Mw ,2.0,2.0,2.0,2.0,,2.0
427,427,12-04-01 10:47,China ,24.806,99.051,10.1,5.6 Mw ,2.0,2.0,2.0,2.0,,2.0
428,428,23-05-01 21:10,China ,27.619,100.901,2.1,5.4 Mw ,2.0,2.0,2.0,2.0,,2.0
429,429,04-12-01 05:57,Peru ,-15.353,-72.435,41.4,5.8 Mw ,2.0,2.0,2.0,,,2.0
430,430,24-04-02 19:48,Iran ,34.602,47.401,25,5.4 Mw ,2.0,2.0,2.0,2.0,,2.0
431,431,18-05-02 15:15,Tanzania ,-2.919,33.738,9.8,5.5 Mw ,2.0,2.0,2.0,2.0,,2.0
432,432,13-09-02 22:28,India ,13.013,93.093,15,6.5 Mw ,2.0,2.0,2.0,2.0,,2.0
433,433,24-10-02 06:08,Democratic Republic of the Congo ,-1.962,29.013,11,6.2 Mw ,2.0,2.0,2.0,,,2.0
434,434,14-12-02 13:27,China ,39.754,97.391,5,5.5 Mw ,2.0,2.0,2.0,2.0,,2.0
435,435,26-07-03 23:18,Bangladesh ,22.868,92.317,35,5.6 Mw ,2.0,2.0,2.0,2.0,,2.0
436,436,22-12-03 19:15,United States  ,35.629,-121.075,16,6.6 Mw ,2.0,2.0,2.0,2.0,,2.0
437,437,25-12-03 07:11,Panama ,8.369,-82.842,34,6.5 Mw ,2.0,2.0,2.0,2.0,,2.0
438,438,18-07-04 08:31,Afghanistan ,33.344,69.479,5.7,5.2 Mw ,2.0,2.0,,2.0,,2.0
439,439,25-01-05 16:44,Turkey ,37.603,43.691,40.6,5.9 Mw ,2.0,2.0,,,,2.0
440,440,05-02-05 12:23,Philippines ,5.321,123.338,522.1,7.1 Mw ,2.0,2.0,,,,2.0
441,441,09-03-05 10:15,South Africa ,-26.889,26.775,13,5.0 mb ,2.0,2.0,,2.0,,2.0
442,442,15-10-05 04:24,Pakistan ,33.977,73.929,11.6,5.2 mb ,2.0,2.0,,,,2.0
443,443,03-06-06 07:15,Iran ,26.759,55.843,12,5.1 Mw ,2.0,2.0,,,,2.0
444,444,26-12-06 12:26,Taiwan  ,21.799,120.547,10,7.0 Mw ,2.0,2.0,,,,2.0
445,445,02-08-07 02:37,Russian Federation ,47.11,141.81,5,6.2 Mw ,2.0,2.0,,2.0,,2.0
446,446,14-11-07 15:40,Chile ,-22.247,-69.89,40,7.7 Mw ,2.0,2.0,,,,2.0
447,447,08-06-08 12:25,Greece  ,37.963,21.525,16,6.4 Mw ,2.0,2.0,,2.0,,2.0
448,448,17-06-08 05:51,China ,32.761,105.554,10,4.8 mb ,2.0,2.0,,,,2.0
449,449,20-01-70 17:33,Japan ,42.523,143.024,34.9,6.4 Ms ,1.0,1.0,,,,1.0
450,450,31-07-70 17:08,Colombia ,-1.486,-72.563,644.6,8.0 Muk ,1.0,1.0,1.0,,,1.0
451,451,17-06-71 21:00,Chile ,-25.423,-69.052,90.1,7.2 mb ,1.0,1.0,1.0,,,1.0
452,452,27-07-71 02:02,Ecuador ,-2.825,-77.362,94.5,7.3 mb ,1.0,1.0,1.0,,,1.0
453,453,27-10-71 17:58,Vanuatu ,-15.578,167.32,60.9,6.3 mb ,1.0,1.0,1.0,,,1.0
454,454,25-01-72 02:06,Taiwan ,22.549,122.325,10.1,7.5 Mw ,1.0,1.0,1.0,,,1.0
455,455,24-04-73 21:30,Colombia ,4.907,-78.114,28.8,6.6 Muk ,1.0,1.0,1.0,,,1.0
456,456,11-11-73 07:14,Iran ,30.535,52.951,2,5.5 mb ,1.0,1.0,1.0,,,1.0
457,457,23-11-73 13:36,Portugal ,38.486,-28.329,18.5,5.2 Muk ,1.0,1.0,1.0,,,1.0
458,458,09-02-75 04:45,Indonesia ,-6.774,106.634,15,5.6 Ms ,1.0,1.0,1.0,,,1.0
459,459,11-07-75 07:18,Algeria ,36.32,5.241,33,4.3 mb ,1.0,1.0,1.0,,,1.0
460,460,31-10-75 08:28,Philippines ,12.535,125.997,52.5,7.6 Muk ,1.0,1.0,1.0,,,1.0
461,461,05-11-75 17:04,Mexico ,16.9,-92.818,12,5.0 mb ,1.0,1.0,,,,1.0
462,462,31-12-75 09:45,Greece ,38.526,21.714,15,5.5 Ms ,1.0,1.0,1.0,,,1.0
463,463,19-02-76 13:59,Cuba ,19.864,-76.899,21.1,5.9 Ms ,1.0,1.0,1.0,,,1.0
464,464,25-03-76 11:55,Turkey ,40.939,42.954,35,4.8 mb ,1.0,1.0,1.0,2.0,,2.0
465,465,09-07-76 09:34,Turkey ,38.327,40.463,33,4.2 mb ,1.0,1.0,1.0,,,1.0
466,466,30-11-76 00:40,Chile ,-20.472,-68.896,133.7,7.5 Mw ,1.0,1.0,1.0,,,1.0
467,467,18-03-77 21:43,Philippines ,16.755,122.285,32.5,7.2 Mw ,1.0,1.0,1.0,1.0,,1.0
468,468,16-03-78 02:00,Afghanistan ,29.928,66.234,10.2,6.1 Mw ,1.0,1.0,,,,1.0
469,469,19-03-78 01:39,Mexico ,16.932,-99.782,11,6.6 Mw ,1.0,1.0,1.0,,,1.0
470,470,19-06-78 10:31,Greece ,40.732,23.257,7.7,5.3 Mw ,1.0,1.0,1.0,50.0,,50.0
471,471,04-07-78 22:23,Greece ,40.718,23.112,7.4,4.6 ML ,1.0,1.0,1.0,,,1.0
472,472,06-11-79 05:26,Greece ,39.52,20.375,28.1,5.4 mb ,1.0,1.0,1.0,,,1.0
473,473,09-06-80 03:28,Mexico ,32.268,-114.908,4.6,6.3 Mw ,1.0,1.0,1.0,,,1.0
474,474,09-07-80 02:11,Greece ,39.257,23.008,17.2,6.6 Mw ,1.0,1.0,1.0,,,1.0
475,475,22-07-80 05:17,Iran ,37.322,50.262,25,5.5 Mw ,1.0,1.0,1.0,,,1.0
476,476,23-09-80 19:10,Japan ,35.997,139.74,82.7,5.3 Mw ,1.0,1.0,,2.0,,2.0
477,477,07-03-81 11:34,Greece ,38.181,23.335,37.1,5.4 Mw ,1.0,1.0,1.0,,,1.0
478,478,13-06-81 07:29,Afghanistan ,36.198,67.836,21,5.6 Mw ,1.0,1.0,1.0,,,1.0
479,479,16-11-82 23:41,Albania ,40.78,19.666,21.9,5.6 Mw ,1.0,1.0,1.0,1.0,,1.0
480,480,15-03-83 17:27,Japan ,34.797,137.58,34.5,5.4 Mw ,1.0,1.0,,,,1.0
481,481,03-04-83 02:50,Costa Rica ,8.721,-83.078,25,7.4 Mw ,1.0,6.0,1.0,10.0,,10.0
482,482,08-08-83 03:47,Japan ,35.507,139.045,18.1,5.6 Mw ,1.0,1.0,1.0,1.0,,1.0
483,483,08-11-83 00:49,Belgium ,50.696,5.346,10,4.9 ML ,1.0,2.0,1.0,2.0,,2.0
484,484,01-02-84 14:22,Afghanistan ,34.564,70.446,9,6.1 Mw ,1.0,1.0,1.0,1.0,,1.0
485,485,02-02-85 20:52,Iran ,28.352,52.972,13.8,5.4 Mw ,1.0,1.0,1.0,1.0,,1.0
486,486,29-03-85 11:15,China ,29.35,104.953,35,4.9 mb ,1.0,1.0,2.0,,,2.0
487,487,10-05-85 15:35,Papua New Guinea ,-5.601,151.056,47.2,7.2 Mw ,1.0,1.0,1.0,,,1.0
488,488,25-12-85 02:38,Italy ,37.688,15.068,10,4.3 mb ,1.0,1.0,1.0,,,1.0
489,489,11-01-86 19:42,Peru ,-9.512,-77.437,56.7,5.1 Mw ,1.0,1.0,1.0,1.0,,1.0
490,490,20-05-86 05:25,Taiwan ,24.146,121.643,15.8,6.2 Mw ,1.0,1.0,1.0,,,1.0
491,491,06-06-86 10:39,Turkey ,38.007,37.91,22.5,5.8 Mw ,1.0,1.0,1.0,,,1.0
492,492,12-07-86 07:54,Iran ,29.911,51.557,5.4,5.7 Mw ,1.0,1.0,1.0,1.0,,1.0
493,493,26-01-87 11:11,Algeria ,35.919,1.387,11.7,4.9 mb ,1.0,1.0,1.0,1.0,,1.0
494,494,05-03-87 09:17,Chile ,-24.395,-70.1,46.3,7.5 Mw ,1.0,1.0,1.0,,,1.0
495,495,18-03-87 03:36,Japan ,32.051,131.785,54,6.6 Mw ,1.0,2.0,1.0,,,2.0
496,496,18-05-87 07:27,Philippines ,8.267,125.324,19.1,6.2 Mw ,1.0,1.0,1.0,,,1.0
497,497,23-05-87 17:09,Philippines ,8.023,125.479,22.4,5.7 Mw ,1.0,1.0,1.0,,,1.0
498,498,13-08-87 15:23,Peru ,-17.9,-70.909,37.6,6.5 Mw ,1.0,1.0,1.0,,,1.0
499,499,20-07-88 23:15,Taiwan ,23.986,121.679,51,5.9 Mw ,1.0,1.0,1.0,,,1.0
500,500,11-08-88 16:04,Iran ,29.886,51.655,11,6.0 Mw ,1.0,1.0,1.0,,,1.0
501,501,19-02-89 12:27,Japan ,36.038,139.86,45.4,5.5 Mw ,1.0,1.0,,,,1.0
502,502,07-05-89 00:38,China ,23.538,99.519,25.4,5.6 Mw ,1.0,1.0,1.0,,,1.0
503,503,12-06-89 00:04,Bangladesh ,21.927,89.872,20,5.8 Mw ,1.0,1.0,1.0,1.0,,1.0
504,504,03-08-89 07:42,Russian Federation ,43.536,45.355,35,5.1 Mw ,1.0,1.0,1.0,,,1.0
505,505,08-08-89 08:13,United States ,37.134,-121.925,15,5.4 ML ,1.0,1.0,1.0,,,1.0
506,506,15-12-89 18:43,Philippines ,8.365,126.686,24,7.5 Mw ,1.0,1.0,2.0,,,2.0
507,507,26-03-90 22:47,Philippines ,9.283,125.564,51.1,5.9 Mw ,1.0,1.0,1.0,,,1.0
508,508,09-06-90 01:14,Peru ,-6.1,-77.133,23.5,5.5 Mw ,1.0,1.0,1.0,,,1.0
509,509,14-06-90 12:47,Kazakhstan ,47.877,85.064,36,6.6 Mw ,1.0,1.0,3.0,1.0,,3.0
510,510,20-10-90 08:07,China ,37.096,103.718,8,5.7 Mw ,1.0,1.0,2.0,1.0,,2.0
511,511,15-11-90 02:34,Indonesia ,3.939,97.405,30,6.7 Mw ,1.0,1.0,7.0,1.0,,7.0
512,512,21-12-90 06:57,Greece ,40.977,22.346,13,6.1 Mw ,1.0,1.0,1.0,1.0,,1.0
513,513,22-12-90 17:27,Costa Rica ,9.982,-84.229,11.1,5.9 Mw ,1.0,2.0,1.0,1.0,,2.0
514,514,24-04-91 10:54,Turkey ,39.613,41.169,35,4.5 mb ,1.0,1.0,1.0,,,1.0
515,515,28-06-91 14:43,United States ,34.237,-118.011,11,5.6 Mw ,1.0,2.0,1.0,2.0,,2.0
516,516,28-11-91 17:19,Iran ,36.826,49.582,18.4,5.6 Mw ,1.0,1.0,1.0,,,1.0
517,517,28-06-92 11:57,United States  ,34.19,-116.52,15,7.3 Mw ,1.0,3.0,1.0,1.0,,3.0
518,518,08-09-92 00:38,Iran ,29.132,52.147,26.8,5.2 mb ,1.0,1.0,1.0,,,1.0
519,519,18-10-92 15:11,Colombia ,7.093,-76.764,3.5,7.1 Mw ,1.0,11.0,11.0,,,11.0
520,520,23-10-92 23:19,Georgia ,42.561,45.096,16,6.4 Mw ,1.0,1.0,1.0,1.0,,1.0
521,521,18-12-92 11:21,China ,26.328,100.752,21.8,5.0 mb ,1.0,1.0,1.0,,,1.0
522,522,13-01-93 17:11,Jamaica ,18.052,-76.594,14.2,5.5 Mw ,1.0,1.0,1.0,,,1.0
523,523,10-07-93 20:40,Costa Rica ,9.824,-83.612,16.5,5.8 Mw ,1.0,2.0,1.0,3.0,,3.0
524,524,10-09-93 19:12,Mexico ,14.758,-92.646,34,7.2 Mw ,1.0,1.0,1.0,,,1.0
525,525,21-09-93 03:28,United States ,42.305,-122.004,11,6.0 Mw ,1.0,2.0,1.0,,,2.0
526,526,05-06-94 01:09,Taiwan ,24.455,121.85,11,6.3 Mw ,1.0,1.0,1.0,,,1.0
527,527,09-06-94 00:33,Bolivia  ,-13.86,-67.512,631,8.2 Mw ,1.0,5.0,10.0,0.0,,10.0
528,528,16-09-94 06:20,Taiwan  ,22.555,118.719,13,6.7 Mw ,1.0,1.0,5.0,1.0,,5.0
529,529,08-10-94 21:44,Indonesia ,-1.206,127.98,17,6.8 Mw ,1.0,1.0,1.0,1.0,,1.0
530,530,21-05-95 06:13,Indonesia ,-8.288,122.944,26.4,5.2 Mw ,1.0,1.0,1.0,,,1.0
531,531,29-04-96 14:40,Papua New Guinea ,-6.518,155.116,38,7.2 Mw ,1.0,1.0,1.0,,,1.0
532,532,09-10-96 13:10,Cyprus ,34.562,32.143,22,6.8 Mw ,1.0,2.0,2.0,,,2.0
533,533,11-01-97 20:28,Mexico ,18.193,-102.795,35,7.1 Mw ,1.0,1.0,1.0,1.0,,1.0
534,534,13-05-97 11:42,Iran ,33.399,59.88,11.6,4.5 mb ,1.0,1.0,1.0,,,1.0
535,535,13-05-97 14:13,Afghanistan ,36.467,70.968,196,6.4 Mw ,1.0,1.0,,,,1.0
536,536,20-02-98 12:18,Afghanistan ,36.479,71.074,236,6.3 Mw ,1.0,1.0,1.0,1.0,,1.0
537,537,09-09-98 11:27,Italy ,40,15.975,10,5.6 Mw ,1.0,2.0,1.0,,,2.0
538,538,28-09-98 13:34,Indonesia ,-8.177,112.34,151.6,6.5 Mw ,1.0,1.0,1.0,,,1.0
539,539,21-02-99 18:14,Russian Federation ,43.262,46.909,41.9,5.3 Mw ,1.0,1.0,1.0,1.0,,1.0
540,540,04-03-99 05:38,Iran ,28.271,57.207,27.7,6.6 Mw ,1.0,1.0,1.0,1.0,,1.0
541,541,03-04-99 06:17,Peru ,-16.602,-72.518,85,6.8 Mw ,1.0,1.0,1.0,,,1.0
542,542,11-07-99 14:14,Guatemala ,15.791,-88.285,15,6.7 Mw ,1.0,2.0,1.0,,,2.0
543,543,10-08-99 19:33,Iran ,36.157,54.648,20,4.5 mb ,1.0,1.0,1.0,,,1.0
544,544,31-08-99 08:10,Turkey ,40.767,29.912,8.4,5.1 Mw ,1.0,1.0,1.0,1.0,,1.0
545,545,29-09-99 00:13,Turkey ,40.736,29.35,7.6,5.2 Mw ,1.0,1.0,1.0,,,1.0
546,546,22-10-99 02:18,Taiwan ,23.531,120.443,14,5.8 Mw ,1.0,1.0,1.0,1.0,,1.0
547,547,11-11-99 14:41,Turkey ,40.74,30.247,10,5.6 Mw ,1.0,2.0,1.0,3.0,,3.0
548,548,24-11-99 16:40,China ,24.586,102.845,15,5.0 ML ,1.0,1.0,1.0,,,1.0
549,549,03-12-99 17:06,Turkey ,40.482,42.354,6.4,5.7 Mw ,1.0,1.0,1.0,,,1.0
550,550,11-12-99 18:03,Philippines ,15.779,119.776,40,7.2 Mw ,1.0,5.0,1.0,6.0,,6.0
551,551,15-12-99 05:12,Philippines ,11.296,124.516,16.2,4.8 mb ,1.0,1.0,,,,1.0
552,552,02-02-00 22:58,Iran ,35.238,58.213,22.7,5.3 Mw ,1.0,1.0,1.0,1.0,,1.0
553,553,07-06-00 23:45,Indonesia ,-4.651,101.848,32,6.7 Mw ,1.0,1.0,1.0,,,1.0
554,554,21-08-00 13:25,China ,25.726,102.24,5.4,4.9 mb ,1.0,1.0,1.0,1.0,,1.0
555,555,20-09-00 08:37,Ecuador ,-1.946,-80.522,40,5.5 Mw ,1.0,1.0,1.0,,,1.0
556,556,16-11-00 04:54,Papua New Guinea ,-3.996,152.268,27.6,8.0 Mw ,1.0,2.0,2.0,1.0,,2.0
557,557,17-02-01 20:25,El Salvador  ,13.787,-89.106,10,5.1 mb ,1.0,1.0,1.0,,,1.0
558,558,07-07-01 09:38,Peru ,-17.532,-71.931,14.1,7.6 Mw ,1.0,1.0,1.0,,,1.0
559,559,24-07-01 05:00,Chile ,-19.558,-69.234,13.4,6.3 Mw ,1.0,1.0,1.0,,,1.0
560,560,27-10-01 05:35,China ,26.289,100.586,5.8,5.5 Mw ,1.0,1.0,1.0,1.0,,1.0
561,561,10-01-02 11:14,Papua New Guinea ,-3.264,142.447,11,6.7 Mw ,1.0,1.0,1.0,1.0,,1.0
562,562,21-01-02 14:34,Turkey ,38.633,27.887,27.5,4.8 ML ,1.0,1.0,,,,1.0
563,563,17-02-02 13:03,Iran ,28.089,51.792,16.4,5.3 Mw ,1.0,1.0,1.0,1.0,,1.0
564,564,24-04-02 10:51,Serbia ,42.42,21.533,8,5.7 Mw ,1.0,1.0,1.0,1.0,,1.0
565,565,15-05-02 03:46,Taiwan ,24.668,121.868,16.7,6.1 Mw ,1.0,1.0,1.0,,,1.0
566,566,27-01-03 05:26,Turkey ,39.503,39.851,16.1,6.0 Mw ,1.0,1.0,1.0,1.0,,1.0
567,567,29-03-03 11:46,Afghanistan ,35.907,70.55,110,5.8 Mw ,1.0,1.0,1.0,,,1.0
568,568,26-05-03 19:23,Indonesia ,2.349,128.879,31,6.9 Mw ,1.0,1.0,1.0,1.0,,1.0
569,569,24-06-03 13:01,Iran ,33.024,49.463,15,4.6 mb ,1.0,1.0,1.0,,,1.0
570,570,10-07-03 17:06,Iran ,28.311,54.165,8,5.7 Mw ,1.0,1.0,1.0,1.0,,1.0
571,571,22-09-03 04:45,Dominican Republic ,19.766,-70.693,14,6.4 Mw ,1.0,3.0,1.0,3.0,,3.0
572,572,13-11-03 02:35,China ,34.713,103.865,35,5.1 Mw ,1.0,1.0,1.0,1.0,,1.0
573,573,18-11-03 17:14,Philippines ,12.113,125.416,35,6.5 Mw ,1.0,1.0,1.0,,,1.0
574,574,01-01-04 20:59,Indonesia ,-8.349,115.758,45.4,5.8 Mw ,1.0,1.0,,1.0,,1.0
575,575,08-05-04 20:11,Pakistan ,30.167,67.068,35,4.5 mb ,1.0,1.0,,,,1.0
576,576,18-07-04 04:22,New Zealand ,-38.013,176.432,2.4,5.4 Mw ,1.0,1.0,,,,1.0
577,577,30-07-04 07:14,Turkey ,39.69,43.935,20,4.8 mb ,1.0,1.0,,,,1.0
578,578,11-08-04 15:48,Turkey ,38.347,39.232,4.5,5.6 Mw ,1.0,1.0,,,,1.0
579,579,07-09-04 11:53,Argentina ,-28.568,-65.85,13,6.1 Mw ,1.0,1.0,,,,1.0
580,580,15-09-04 08:35,Indonesia ,-8.784,115.325,96.7,5.3 Mw ,1.0,1.0,,,,1.0
581,581,21-11-04 11:41,Guadeloupe ,15.679,-61.724,14,6.3 Mw ,1.0,1.0,,1.0,,1.0
582,582,01-12-04 23:17,Indonesia ,-3.689,135.604,7.2,5.5 Mw ,1.0,1.0,,,,1.0
583,583,23-01-05 20:10,Indonesia ,-1.196,119.91,38.1,6.2 Mw ,1.0,1.0,,1.0,,1.0
584,584,02-02-05 05:55,Indonesia ,-7.004,107.816,57.2,4.8 mb ,1.0,1.0,,,,1.0
585,585,20-03-05 01:53,Japan  ,33.802,130.209,10.7,6.6 Mw ,1.0,1.0,,1.0,,1.0
586,586,04-06-05 14:50,Papua New Guinea ,-6.355,146.846,44,6.1 Mw ,1.0,1.0,,1.0,,1.0
587,587,25-07-05 15:43,China ,46.884,125.03,43.3,5.0 Mw ,1.0,1.0,,,,1.0
588,588,27-10-05 11:18,China ,23.604,107.798,10,4.2 mb ,1.0,1.0,,,,1.0
589,589,08-11-05 07:54,Vietnam ,9.973,108.226,14.7,5.3 Mw ,1.0,1.0,,,,1.0
