,Unnamed: 0,Origin (UTC),Country,Lat,Long,Depth (km),Magnitude,PDE Shaking Deaths,PDE Total Deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,MaxDeaths
1048,1081,02-07-54 02:45,Philippines ,13,123.9,0,6.8 Ms ,,,22.0,13.0,,
1049,1082,20-08-54 15:30,Iran ,27.5,52,,5.0 Muk ,,,1.0,,,
1050,1083,09-09-54 01:04,Algeria ,36.2,1.6,0,6.7 Ms ,,,1409.0,1250.0,,
1051,1084,31-03-55 18:17,Philippines ,7.386,122.878,54.2,7.7 Mw ,,,465.0,400.0,,
1052,1085,14-04-55 01:29,China ,29.981,101.613,10,7.5 Mw ,,,94.0,39.0,,
1053,1086,15-04-55 03:40,China ,39.816,74.64,35,7.1 Mw ,,,5.0,,,
1054,1087,19-04-55 20:24,Chile ,-29.9,-71.6,0,6.9 Ms ,,,1.0,,,
1055,1088,21-04-55 07:18,Greece ,39.5,23,,6.0 Muk ,,,7.0,,,
1056,1089,16-07-55 07:07,Turkey ,37.6,27.2,0,6.8 Ms ,,,23.0,,,
1057,1090,12-09-55 06:09,Egypt ,32.2,29.6,33,6.7 Ms ,,,18.0,20.0,,
1058,1091,01-09-55 17:33,Costa Rica ,10,-84.5,,5.8 Muk ,,,10.0,,,
1059,1092,23-09-55 15:06,China ,26.6,101.7,0,6.9 Ms ,,,593.0,,,
1060,1093,12-01-56 05:46,Hungary ,47.5,19.3,,5.8 Muk ,,,2.0,,,
1061,1094,20-02-56 20:31,Turkey ,40,30.5,,5.8 Muk ,,,4.0,,,
1062,1095,16-03-56 19:32,Syrian Arab Republic ,35.5,35.5,,5.8 Muk ,,,148.0,,,
1063,1096,09-06-56 23:13,Afghanistan ,35.042,67.479,35,7.6 Mw ,,,350.0,100.0,,
1064,1097,09-07-56 03:11,Greece ,36.617,26.026,35,7.8 Mw ,,,53.0,,,
1065,1098,16-07-56 15:07,Burma ,21.969,95.802,32.1,7.1 Mw ,,,38.0,,,
1066,1099,21-07-56 15:32,India ,23,70,,6.1 Muk ,,,111.0,,,
1067,1100,29-09-56 23:20,Japan ,35.642,140.31,67,6.9 Ms ,,,1.0,,,
1068,1101,31-10-56 14:03,Iran ,27.283,54.405,35,6.8 Ms ,,,410.0,,,
1069,1102,20-02-57 04:41,Tunisia ,36.2,8.9,,5.6 Muk ,,,13.0,,,
1070,1103,23-02-57 20:26,Taiwan ,23.917,121.517,56.8,7.2 Mw ,,,7.0,,,
1071,1104,08-03-57 12:21,Greece ,39.267,22.607,10,6.9 Ms ,,,2.0,,,
1072,1105,25-04-57 02:25,Turkey ,36.387,28.609,63.4,7.0 mb ,,,67.0,,,
1073,1106,26-05-57 06:33,Turkey  ,40.672,31.042,15,7.2 Mw ,,,500.0,53.0,,
1074,1107,02-07-57 00:42,Iran ,36.09,52.701,35,7.1 Mw ,,,1200.0,2500.0,,
1075,1108,28-07-57 08:40,Mexico ,16.881,-99.297,37.2,7.8 Mw ,,,160.0,160.0,,
1076,1109,04-12-57 03:37,Mongolia ,45.153,99.206,35,8.1 Muk ,,,,,,
1077,1110,13-12-57 01:45,Iran ,34.278,47.712,35,6.8 Ms ,,,2000.0,3000.0,,
1078,1111,15-01-58 19:14,Peru ,-16.779,-72.503,68.6,7.0 mb ,,,28.0,28.0,,
1079,1112,19-01-58 14:07,Ecuador ,1.054,-79.48,35,7.8 Mw ,,,20.0,,,
1080,1114,11-03-58 00:26,Japan ,24.433,124.351,109.9,7.2 mb ,,,2.0,,,
1081,1115,14-04-58 21:32,Ecuador ,0.706,-79.575,35,6.8 Ms ,,,3.0,,,
1082,1116,10-07-58 06:15,US Territory of Alaska ,58.37,-136.665,35,7.3 Muk ,,,5.0,,,
1083,1117,16-08-58 19:13,Iran ,34.259,47.869,35,6.7 Ms ,,,200.0,191.0,,
1084,1118,04-09-58 21:51,Chile ,-33.785,-70.112,35,6.8 Ms ,,,7.0,,,
1085,1119,20-10-58 01:12,Indonesia ,-9.5,112.5,100,6.7 Muk ,,,7.0,,,
1086,1120,26-04-59 20:40,Japan ,24.687,122.792,126.3,7.5 mb ,,,1.0,,,
1087,1121,04-05-59 07:15,Russian Federation ,53.351,159.645,35,8.0 Mw ,,,1.0,,,
1088,1122,24-05-59 19:17,Mexico ,17.45,-97.145,69.6,7.0 mb ,,,5.0,,,
1089,1123,14-06-59 00:12,Chile ,-20.369,-68.881,111.6,7.5 mb ,,,1.0,,,
1090,1124,15-08-59 08:57,Taiwan  ,21.952,120.97,25,7.2 Mw ,,,17.0,,,
1091,1125,18-08-59 06:37,United States  ,44.548,-110.636,15,7.3 Muk ,,,28.0,28.0,,
1092,1126,26-08-59 08:25,Mexico ,18.16,-94.417,32.4,6.9 Ms ,,,25.0,,,
1093,1127,01-09-59 11:37,Albania ,40.9,19.8,11,6.1 Muk ,,,2.0,,,
1094,1128,13-01-60 15:40,Peru ,-15.814,-72.788,95.4,7.5 mb ,,,63.0,57.0,,
1095,1129,15-01-60 09:30,Peru ,-14.961,-75.162,97.2,6.9 mb ,,,63.0,,,
1096,1130,21-02-60 08:13,Algeria ,36,4.1,33,5.6 Muk ,,,47.0,,,
1097,1131,29-02-60 23:40,Morocco  ,30.5,-9.5,,5.7 Mw ,,,13100.0,,,
1098,1132,24-04-60 12:14,Iran ,28,54.5,,6.0 Muk ,,,420.0,,,
1099,1134,22-05-60 19:11,Chile  ,-38.235,-73.047,35,9.5 Muk ,,,5700.0,6000.0,,
1100,1135,22-09-60 09:05,Democratic Republic of the Congo ,-3.6,29,28,6.6 Muk ,,,24.0,,,
1101,1136,20-11-60 22:02,Peru ,-6.727,-80.606,52,7.8 Mw ,,,11.0,,,
1102,1137,26-02-61 18:10,Japan ,31.632,131.548,49.9,7.7 Mw ,,,2.0,,,
1103,1138,01-06-61 23:29,Ethiopia ,10.44,39.858,23.9,6.6 Muk ,,,30.0,,,
1104,1139,11-06-61 05:10,Iran ,27.865,54.558,35,6.8 Ms ,,,61.0,,,
1105,1140,19-08-61 05:33,Japan ,36.07,136.7,35,6.9 Ms ,,,8.0,,,
1106,1141,20-12-61 13:25,Colombia ,4.587,-75.542,162.9,6.9 Ms ,,,23.0,,,
1107,1142,08-01-62 01:00,Dominican Republic ,18.291,-70.461,32.6,6.7 Ms ,,,1.0,,,
1108,1143,11-05-62 14:11,Mexico ,17.171,-99.651,35,7.3 Mw ,,,4.0,,,
1109,1144,19-05-62 14:58,Mexico ,17.008,-99.764,35,6.7 Ms ,,,30.0,,,
1110,1145,30-07-62 20:19,Colombia ,5.096,-76.626,150,6.9 Ms ,,,47.0,,,
1111,1146,28-08-62 10:59,Greece ,37.874,22.737,107.7,6.8 Ms ,,,1.0,,,
1112,1147,01-09-62 19:20,Iran  ,35.556,49.81,17.6,6.9 Ms ,,,12225.0,12000.0,,
1113,1148,13-02-63 08:50,Taiwan ,24.356,122.06,35,7.3 Mw ,,,15.0,,,
1114,1149,16-07-63 18:27,Georgia ,43.163,41.527,35,6.7 Ms ,,,2.0,,,
1115,1150,24-09-63 16:30,Peru ,-10.694,-78.212,65.3,6.9 mb ,,,1.0,,,
1116,1151,26-06-63 04:17,Macedonia  ,? ,?? ,? ,6.1 Mw ,,1100.0,,,,
1117,1152,08-01-64 22:30,Indonesia ,-3.737,119.419,60,5.5 mb ,,,8.0,,,
1118,1153,18-01-64 12:04,Taiwan  ,23.15,120.656,21,6.4 mb ,,,106.0,107.0,,
1119,1154,28-03-64 03:36,United States  ,61.017,-147.648,6.6,9.2 Muk ,,,131.0,131.0,,
1120,1155,02-04-64 01:11,Indonesia ,5.987,95.404,129.2,5.6 mb ,,,110.0,,,
1121,1156,07-05-64 05:45,Tanzania ,-3.93,35.112,31.6,6.3 mb ,,,1.0,4.0,,
1122,1157,14-06-64 12:15,Turkey ,38.08,38.475,10.4,5.5 mb ,,,8.0,,,
1123,1158,16-06-64 04:01,Japan  ,38.434,139.226,13.1,7.5 Muk ,,,26.0,25.0,,
1124,1159,06-07-64 07:22,Mexico ,18.194,-100.51,92.7,7.2 mb ,,,30.0,,,
1125,1160,06-10-64 14:31,Turkey ,40.25,28.208,31,6.0 mb ,,,23.0,23.0,,
1126,1161,24-01-65 00:11,Indonesia  ,-2.455,125.965,28.4,8.2 Mw ,,,71.0,,,
1127,1162,23-02-65 22:11,Chile ,-25.667,-70.71,38.5,6.5 Ms ,,,1.0,,,
1128,1163,09-03-65 17:57,Greece ,39.229,23.825,4.7,5.6 mb ,,,2.0,38.0,,
1129,1164,28-03-65 16:33,Chile ,-32.492,-71.212,69.9,7.4 mb ,,,337.0,400.0,,
1130,1165,31-03-65 09:47,Greece ,38.339,22.299,50.3,6.3 mb ,,,6.0,,,
1131,1166,19-04-65 23:42,Japan ,34.842,138.278,38.7,5.6 mb ,,,2.0,,,
1132,1167,29-04-65 15:28,United States ,47.317,-122.335,65.4,6.5 mb ,,,7.0,7.0,,
1133,1168,06-07-65 03:18,Greece ,38.391,22.426,23.3,5.8 mb ,,,1.0,,,
1134,1169,23-08-65 19:46,Mexico  ,16.178,-95.846,10.5,7.4 Mw ,,,5.0,,,
1135,1170,13-11-65 04:33,China ,43.84,87.755,51.6,7.0 Muk ,,,7.0,,,
1136,1171,05-02-66 02:01,Greece ,39.044,21.757,21.4,6.2 Muk ,,,1.0,,,
1137,1172,05-02-66 15:12,China ,26.16,103.171,9.2,5.6 mb ,,,371.0,,,
1138,1173,07-03-66 21:29,China ,37.388,114.963,7.7,6.6 Mw ,,,,0.0,,
1139,1174,12-03-66 16:31,Japan ,24.307,122.695,28.9,7.4 Mw ,,,7.0,,,
1140,1175,20-03-66 01:42,Democratic Republic of the Congo ,0.842,29.873,15,7.2 Muk ,,,200.0,128.0,,
1141,1176,22-03-66 08:11,China  ,37.551,114.991,17.7,5.6 mb ,,,8064.0,,,
1142,1177,25-04-66 23:22,Uzbekistan  ,,,,5 ML ,,,,10.0,,
1143,1178,27-06-66 10:41,Nepal ,29.554,80.854,22.7,6.0 mb ,,,80.0,80.0,,
1144,1179,01-08-66 21:02,Pakistan ,30.051,68.629,9.8,7.0 Muk ,,,2.0,,,
1145,1180,15-08-66 02:15,India ,28.616,78.892,25,5.6 mb ,,,15.0,,,
1146,1181,19-08-66 12:22,Turkey  ,39.161,41.58,17.5,5.8 mb ,,,2517.0,2394.0,,
1147,1182,28-09-66 14:00,China ,27.457,100.089,5.5,5.8 mb ,,,32.0,,,
1148,1183,17-10-66 21:41,Peru ,-10.807,-78.684,20.7,8.2 Mw ,,,110.0,120.0,,
1149,1184,29-10-66 02:39,Greece ,38.874,21.176,11.3,5.7 mb ,,,1.0,,,
1150,1185,28-12-66 08:18,Chile ,-25.502,-70.655,30,7.7 Mw ,,,3.0,4.0,,
1151,1186,09-02-67 15:24,Colombia ,2.889,-74.799,40.4,7.2 Mw ,,,98.0,61.0,,
1152,1187,19-02-67 22:14,Indonesia ,-9.168,112.946,97.9,5.9 mb ,,,54.0,54.0,,
1153,1188,27-03-67 08:58,China ,38.516,116.601,26.8,5.5 mb ,,,9.0,,,
1154,1189,12-04-67 04:51,Indonesia ,5.084,96.232,18.6,6.1 mb ,,,14.0,,,
1155,1190,01-05-67 07:09,Greece ,39.552,21.291,13,5.9 Muk ,,,9.0,,,
1156,1191,22-07-67 16:56,Turkey  ,40.632,30.74,4.2,7.4 Mw ,,,173.0,183.0,,
1157,1192,26-07-67 18:52,Turkey ,39.502,40.408,8.7,5.6 mb ,,,110.0,,,
1158,1193,29-07-67 10:24,Colombia ,6.788,-73.073,160.9,5.9 mb ,,,20.0,,,
1159,1194,29-07-67 20:05,Venezuela  ,10.555,-67.31,23.7,6.5 mb ,,,240.0,240.0,,
1160,1195,30-08-67 04:22,China ,31.631,100.232,8.1,7.0 Muk ,,,39.0,,,
1161,1196,25-10-67 00:59,Taiwan ,24.464,122.221,67.1,7.0 mb ,,,2.0,,,
1162,1197,30-11-67 07:23,Albania ,41.379,20.456,36.5,5.8 mb ,,,18.0,7.0,,
1163,1198,10-12-67 22:51,India  ,17.394,73.774,10.7,6.3 Muk ,,,180.0,177.0,,
1164,1199,21-12-67 02:25,Chile ,-21.864,-69.948,42.5,7.4 Mw ,,,1.0,,,
1165,1200,14-01-68,Italy  ,38,13,,6.4 Muk ,,,,,380.0,
1166,1201,19-02-68 22:45,Greece ,39.372,24.946,8.1,7.2 Mw ,,,20.0,19.0,,
1167,1202,01-04-68 00:42,Japan ,32.482,132.192,30.2,7.5 Mw ,,,1.0,,,
1168,1203,16-05-68 00:49,Japan ,40.903,143.346,25.8,8.3 Mw ,,,52.0,47.0,,
1169,1204,23-05-68 17:24,New Zealand ,-41.743,172.123,46.7,7.2 Mw ,,,3.0,,,
1170,1205,19-06-68 08:13,Peru ,-5.558,-77.151,15.6,6.9 Ms ,,,46.0,11.0,,
1171,1206,02-07-68 03:44,Mexico ,17.515,-100.259,58.3,5.7 mb ,,,1.0,,,
1172,1207,01-08-68 20:19,Philippines  ,16.384,122.078,52.2,7.7 Mw ,,,207.0,271.0,,
1173,1208,02-08-68 14:06,Mexico ,16.494,-97.771,49.8,7.3 Mw ,,,18.0,,,
1174,1209,14-08-68 22:14,Indonesia ,0.058,119.69,18.8,7.3 Mw ,,,392.0,,,
1175,1210,31-08-68 10:47,Iran  ,34.045,58.96,12.3,7.2 Mw ,,,15000.0,10000.0,,
1176,1211,11-02-69 22:08,China ,41.426,79.239,13.1,7.1 Muk ,,,2.0,,,
1177,1212,23-02-69 00:37,Indonesia ,-3.179,118.799,60.6,5.9 mb ,,,600.0,,,
1178,1213,18-07-69 05:24,China  ,38.421,119.453,12,7.2 Mw ,,,10.0,,,
1179,1214,02-10-69 06:19,United States  ,38.3,-122.764,15,5.7 Muk ,,,1.0,,,
1180,1215,27-10-69 08:10,Bosnia and Herzegovina ,44.837,17.234,15,6.1 Ms ,,,9.0,,,
1181,1216,04-01-70 17:00,China  ,24.147,102.462,14,7.2 Mw ,,,15621.0,10000.0,,
1182,1220,03-04-71 04:49,China ,32.178,95.028,15,5.6 mb ,,,1.0,,,
1183,1221,12-04-71 19:03,Iran ,28.264,55.608,5.6,5.9 Ms ,,,1.0,,,
1184,1222,28-04-71 15:32,China ,22.953,100.993,8,6.3 Ms ,,,2.0,,,
1185,1223,26-07-71 01:48,China ,39.848,77.246,41.1,5.8 mb ,,,1.0,,,
1186,1224,16-08-71 04:58,China ,28.879,103.672,22.7,5.5 mb ,,,10.0,,,
1187,1225,12-10-71 09:45,Guatemala ,15.797,-91.137,35.5,5.7 Ms ,,,2.0,,,
1188,1226,06-02-73 10:37,China ,31.353,100.545,10,7.7 Muk ,,,2199.0,,,
1189,1227,16-08-73 03:58,China ,23.003,101.078,6.4,6.4 Ms ,,,1.0,,,
1190,1228,22-04-74 00:29,China ,31.533,119.28,14.2,5.5 Ms ,,,8.0,,,
1191,1229,10-05-74 19:25,China  ,28.195,104.007,10.2,6.8 Ms ,,,1541.0,,,
1192,1230,02-10-74 02:54,Peru ,-5.882,-81.019,20.5,5.7 mb ,,,,78.0,,
1193,1231,04-02-75 11:36,China  ,40.667,122.646,8,7.0 Mw ,,,1328.0,10000.0,2041.0,
1194,1232,08-07-75 12:04,Burma ,21.452,94.598,117.6,6.5 mb ,,,1.0,,,
1195,1233,13-01-76 13:29,Iceland ,66.226,-16.578,15,6.3 Mw ,,,,1.0,,
1196,1235,05-04-76 16:54,China ,40.23,112.222,7,5.5 Ms ,,,28.0,,,
1197,1236,29-05-76 12:23,China ,24.501,98.93,6.5,6.7 Mw ,,,98.0,,,
1198,1237,29-05-76 14:00,China ,24.581,98.61,7.6,6.6 Mw ,,,,,,
1199,1238,21-07-76 15:10,China ,24.768,98.667,4.3,6.1 Mw ,,,11.0,,,
1200,1240,16-08-76 14:06,China  ,32.753,104.088,10.7,6.7 Mw ,,,,0.0,,
1201,1241,16-08-76 16:11,Philippines  ,6.292,124.089,57.9,8.0 Mw ,,6500.0,8000.0,6000.0,,
1202,1243,23-08-76 03:30,China ,32.481,104.182,7.9,6.4 Mw ,,,41.0,,,
1203,1244,06-11-76 18:04,China ,27.554,101.021,7.7,6.3 Mw ,,,33.0,,,
1204,1245,13-12-76 06:36,China ,27.336,101.024,3.4,5.9 Ms ,,,2.0,,,
1205,1246,01-01-77 21:39,China ,38.185,91.014,5.3,6.0 Mw ,,,2.0,,,
1206,1247,04-03-77 21:21,Romania  ,45.776,26.702,89,7.5 Mw ,,,1581.0,1641.0,,
1207,1248,19-08-77 05:08,Indonesia ,-11.18,118.37,29.4,5.7 Mw ,,,,185.0,,
1208,1249,19-08-77 06:08,Indonesia ,-11.126,118.38,22.6,8.3 Mw ,,189.0,189.0,,,
1209,1250,12-06-78 08:06,Japan ,38.235,142.105,46.2,5.7 mb ,,,28.0,,,
1210,1251,15-03-79 12:52,China ,23.162,101.106,13.5,6.0 Mw ,,,12.0,,,
1211,1252,23-08-80 21:50,India ,32.893,75.776,11.3,5.5 Mw ,,,13.0,,,
1212,1255,21-06-81 10:30,Chile ,-20.276,-70.384,36,5.7 Mw ,,,,10.0,,
1213,1256,23-01-82 14:10,Taiwan ,23.951,121.752,11.8,6.0 Mw ,,,1.0,,,
1214,1257,04-04-83 02:51,Indonesia ,5.722,94.687,85.6,7.0 Mw ,,,,0.0,,
1215,1259,12-04-83 12:07,Peru ,-4.846,-78.091,125.9,7.0 Mw ,,,10.0,,,
1216,1260,25-10-83 00:36,Indonesia ,1.151,120.841,26.6,6.5 Mw ,,,2.0,,,
1217,1261,16-12-83 13:15,Tajikistan ,39.351,72.929,13.3,5.9 Mw ,,,,12.0,,
1218,1262,21-12-83 23:32,Papua New Guinea ,-5.446,151.895,42.2,6.2 Mw ,,,10.0,10.0,,
1219,1263,21-05-84 15:37,China ,32.604,121.602,43.8,6.0 Mw ,,,13.0,,,
1220,1264,24-06-84 11:17,Dominican Republic ,17.981,-69.371,45.1,6.7 Mw ,,,5.0,,,
1221,1266,06-08-86 19:55,China ,29.28,100.754,10.8,5.3 Mw ,,,2.0,,,
1222,1267,06-03-87 01:54,Ecuador  ,0.04,-77.666,12.6,6.4 Mw ,,,,5000.0,,
1223,1268,11-08-88 16:00,Iran ,29.944,51.585,7.8,5.8 Mw ,,,,1.0,,
1224,1269,06-09-88 00:42,Papua New Guinea ,-6.062,146.226,0,4.3 ML ,,,74.0,,,
1225,1271,22-01-89 23:02,Tajikistan ,38.461,68.699,3.4,5.3 mb ,,274.0,274.0,274.0,,
1226,1272,09-03-89 02:37,Malawi ,-13.683,34.473,27.4,5.6 Mw ,,,,9.0,,
1227,1273,21-07-89 03:09,China ,30.001,99.362,5.9,5.6 Mw ,,,3.0,,,
1228,1274,18-10-89 17:01,China ,40.014,113.933,4.5,5.6 Mw ,,,17.0,,,
1229,1276,08-02-90 07:15,Philippines ,9.767,124.631,26,6.7 Mw ,,,,1.0,,
1230,1277,26-04-90 09:37,China ,36.059,100.278,9.3,6.2 Mw ,,,119.0,126.0,,
1231,1278,05-05-90 07:21,Italy ,40.665,15.851,1.7,5.8 Mw ,,,,2.0,,
1232,1279,05-01-91 14:57,Burma ,23.559,95.89,16.2,6.9 Mw ,,,2.0,0.0,,
1233,1280,31-01-91 23:03,Afghanistan ,35.944,70.403,142,6.8 Mw ,,,703.0,3.0,,
1234,1281,18-04-91 09:18,Tajikistan ,37.464,68.269,10.5,5.5 Mw ,,,3.0,24.0,,
1235,1282,02-09-92 00:16,Nicaragua  ,11.727,-87.38,45,7.6 Mw ,,184.0,184.0,179.0,,
1236,1283,12-12-92 05:29,Indonesia  ,-8.498,121.832,28,7.7 Mw ,,2519.0,1740.0,2500.0,,
1237,1284,15-01-93 11:06,Japan ,43.022,144.194,94.8,7.6 Mw ,,,2.0,2.0,,
1238,1285,02-02-93 16:05,China ,42.2,86.144,32,5.7 mb ,,,4.0,,,
1239,1286,13-10-93 02:06,Papua New Guinea ,-5.844,146.131,25,6.9 Mw ,,60.0,60.0,53.0,,
1240,1287,15-02-94 17:07,Indonesia ,-4.999,104.255,23,6.8 Mw ,,207.0,207.0,207.0,,
1241,1288,01-05-94 12:00,Afghanistan ,36.934,67.124,17.5,6.1 Mw ,,,,160.0,,
1242,1289,02-06-94 18:17,Indonesia  ,-10.409,112.934,34.5,7.8 Mw ,,277.0,277.0,,,
1243,1290,04-10-94 13:22,Russian Federation ,43.863,147.353,14,8.3 Mw ,,11.0,11.0,5.0,,
1244,1291,26-03-95 15:12,Ecuador ,-2.133,-79.509,95.5,5.6 Mw ,,,,1.0,,
1245,1292,24-09-96 19:24,China ,27.212,100.332,8.2,5.5 Mw ,,,1.0,0.0,,
1246,1293,09-07-98 14:19,Azerbaijan ,38.726,48.525,29,5.9 Mw ,,,,1.0,,
1247,1294,25-09-99 23:52,Taiwan ,23.813,121.087,17,6.5 Mw ,,,5.0,,,
1248,1295,26-11-99 13:21,Vanuatu ,-16.316,168.239,33,7.4 Mw ,,10.0,10.0,12.0,,
1249,1296,14-01-00 22:09,China  ,25.549,101.118,13.6,5.5 Mw ,,,,7.0,,
1250,1297,05-06-00 23:55,Indonesia ,-4.151,101.953,47,5.5 Mw ,,,,1.0,,
1251,1299,21-01-02 04:39,Democratic Republic of the Congo ,-1.77,28.996,11.6,5.1 Mw ,,,,45.0,,
1252,1302,22-05-03 18:11,Kazakhstan ,42.954,72.763,35,5.5 Mw ,,,,3.0,,
1253,1310,28-05-04 12:38,Iran ,36.257,51.565,26.7,6.3 Mw ,,35.0,,35.0,,
1254,1311,26-12-04 00:58,Indonesia  ,3.287,95.972,30,9.1 Mw ,,297200.0,,,231000.0,
1255,1316,30-08-08 08:30,China  ,26,101.9,10,5.7 Mw ,,,,,41.0,
1256,1317,05-10-08 15:52,Kyrgyzstan  ,39.515,73.768,27.6,6.9 Mw ,,,,,60.0,
1257,1319,28-10-08 23:09,Pakistan  ,,,,6.4 Mw ,,,,,215.0,
1258,1320,08-01-09 19:21,Costa Rica  ,10.3962,-84.0281,48,6.1 Mw ,,,,,34.0,
1259,1321,06-04-09 03:32,Italy  ,42.334,13.334,8.8,6.2 Mw ,,,,,295.0,
1260,1323,10-08-09 20:07,Japan  ,,,,6.4 Mw ,,,,,1.0,
1261,1324,02-09-09 07:55,Indonesia  ,,,,7.0 Mw ,,,,,79.0,
1262,1325,29-09-09 17:48,Samoa  ,,,8.1,8.1 Mw ,,,,,189.0,
1263,1326,30-09-09 10:16,Indonesia  ,,,,7.6 Mw ,,,,,1115.0,
1264,1327,12-01-10 17:00,Haiti  ,18.457,-72.533,13,7.0 Mw ,,,,,222517.0,
1265,1328,27-02-10 06:34,Chile  ,-35.846,-72.719,35,8.8 Mw  ,,,,,521.0,
1266,1329,08-03-10 02:32,Turkey  ,,,,6.1 Mw ,,,,,42.0,
1267,1330,11-03-10 14:39,Chile  ,,,,6.9 Mw ,,,,,1.0,
1268,1331,14-04-10 23:49,China  ,,,,6.9 Mw ,,,,,2698.0,
1269,1332,21-02-11 23:51,New Zealand  ,,,,6.3 Mw ,,,,,181.0,
1270,1334,11-03-11 14:46,Japan  ,38.322,142.369,24.4,9.0 Mw ,,,,,15894.0,
1271,1335,24-03-11 20:25,Burma  ,,,,6.8 Mw ,,,,,150.0,
1272,1337,18-09-11 12:40,India  ,27.723,88.064,19.7,6.9 Mw ,,,,,111.0,
1273,1338,23-09-11 10:41,Turkey  ,38.6,43.5,7.2,7.1 Mw ,,,,,601.0,
